doc_id,document_link,page_count,cleaned_filer_names,member_name,member_id,traveler_is_likely_member,state,district,party,year,filing_type,departure_date,return_date,trip_length,sponsors_cleaned,combined_dests,dom_or_int,notes
500007523,https://www.documentcloud.org/documents/24151603-500007523,17,Sam Farr,"Farr, Sam",F000030,TRUE,CA,20,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007525,https://www.documentcloud.org/documents/24151601-500007525,24,Barbara Lee,"Lee, Barbara",L000551,TRUE,CA,12,D,2012,Original,2012-04-01,2012-04-07,7,Cooperative Assistance for Relief Everywhere,"Entebbe, Uganda; Kampala, Uganda",international,NA
500007528,https://www.documentcloud.org/documents/24151599-500007528,21,Bobby L. Rush,"Rush, Bobby L.",R000515,TRUE,IL,1,D,2012,Original,2012-03-30,2012-04-06,8,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007531,https://www.documentcloud.org/documents/24151596-500007531,20,Henry A. Waxman,"Waxman, Henry A.",W000215,TRUE,CA,33,D,2012,Original,2012-03-29,2012-04-05,8,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007533,https://www.documentcloud.org/documents/24151594-500007533,20,Nick J. Rahall,"Rahall, Nick J.",R000011,TRUE,WV,3,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007537,https://www.documentcloud.org/documents/24151592-500007537,18,Zoe Lofgren,"Lofgren, Zoe",L000397,TRUE,CA,18,D,2012,Original,2012-03-30,2012-04-08,10,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007539,https://www.documentcloud.org/documents/24151590-500007539,9,Tim Ryan,"Ryan, Tim",R000577,TRUE,OH,13,D,2012,Original,2012-04-14,2012-04-16,3,"Collaborative For Academic, Social And Emotional Learning - Casel","Vancouver, Canada",international,NA
500007545,https://www.documentcloud.org/documents/24151587-500007545,26,Steve Cohen,"Cohen, Steve",C001068,TRUE,TN,9,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007549,https://www.documentcloud.org/documents/24151580-500007549,22,Rush Holt,"Holt, Rush",H001032,TRUE,NJ,12,D,2012,Original,2012-03-30,2012-04-05,7,Aspen Institute,"Sao Paulo, Brazil",international,NA
500007550,https://www.documentcloud.org/documents/24151582-500007550,25,Jack Kingston,"Kingston, Jack",K000220,TRUE,GA,1,R,2012,Original,2012-03-31,2012-04-07,8,Cooperative Assistance for Relief Everywhere,"Kampala, Uganda; Kigali, Rwanda",international,NA
500007557,https://www.documentcloud.org/documents/24151575-500007557,12,Danny Davis,"Davis, Danny",D000096,TRUE,IL,7,D,2012,Original,2012-03-31,2012-04-06,7,Universal Peace Federation,"Tokyo, Japan",international,NA
500007573,https://www.documentcloud.org/documents/24151566-500007573,20,Erik Olson,"Kind, Ron",K000188,FALSE,WI,3,D,2012,Original,2012-04-06,2012-04-14,9,Turkish American Federation of Midwest,"Istanbul, Turkey",international,NA
500007577,https://www.documentcloud.org/documents/24151563-500007577,20,Kenneth Steven Dutton,"Schock, Aaron",S001179,FALSE,IL,18,R,2012,Original,2012-04-06,2012-04-14,9,Turkish American Federation of Midwest,"Istanbul, Turkey",international,NA
500007578,https://www.documentcloud.org/documents/24151562-500007578,26,Donna Christensen,"Christensen, Donna M.",C000380,TRUE,VI,0,D,2012,Original,2012-03-31,2012-04-05,6,Aspen Institute,"Saint Croix, VI; Saint Thomas, VI; Sao Paulo, Brazil",international,NA
500007579,https://www.documentcloud.org/documents/24151561-500007579,12,Teri Morgan,"Brady, Robert",B001227,FALSE,PA,1,D,2012,Original,2012-04-06,2012-04-15,10,Council Of Turkic American Associations,"Istanbul, Turkey",international,NA
500007580,https://www.documentcloud.org/documents/24151560-500007580,13,Kimberly Stevens,"Brady, Robert",B001227,FALSE,PA,1,D,2012,Original,2012-04-06,2012-04-15,10,Council Of Turkic American Associations,"Istanbul, Turkey",international,NA
500007581,https://www.documentcloud.org/documents/24151559-500007581,24,Michael Dankler,"Roskam, Peter",R000580,FALSE,IL,6,R,2012,Original,2012-04-06,2012-04-14,9,Turkish American Federation of Midwest,"Istanbul, Turkey",international,NA
500007583,https://www.documentcloud.org/documents/24151557-500007583,12,Mariana T. Osorio,"Lynch, Stephen",L000562,FALSE,MA,8,D,2012,Original,2012-04-06,2012-04-15,10,Council Of Turkic American Associations,"Istanbul, Turkey",international,NA
500007586,https://www.documentcloud.org/documents/24151554-500007586,12,Rachel Kelly,"Himes, James",H001047,FALSE,CT,4,D,2012,Original,2012-04-06,2012-04-15,10,Council Of Turkic American Associations,"Ankara, Turkey; Istanbul, Turkey; Izmir, Turkey; Kayseri, Turkey",international,NA
500007587,https://www.documentcloud.org/documents/24151553-500007587,22,Jennifer Wood,"Bass, Karen",B001270,FALSE,CA,37,D,2012,Original,2012-04-10,2012-04-14,5,Congressional Coalition on Adoption Institute,"Guatemala City, Guatemala",international,NA
500007593,https://www.documentcloud.org/documents/24151549-500007593,16,Patricia V. Tamez,"Gonzalez, Charles A.",G000544,FALSE,TX,20,D,2012,Original,2012-04-14,2012-04-21,8,U.S. - Spain Council;Fundacion Consejo Espana-estados Unidos,"Madrid, Spain; Sevilla, Spain",international,NA
500007600,https://www.documentcloud.org/documents/24151546-500007600,13,Barney Frank,"Frank, Barney",F000339,TRUE,MA,4,D,2012,Original,2012-04-27,2012-05-01,5,Luso-American Development Foundation,"Horta, Portugal",international,NA
500007616,https://www.documentcloud.org/documents/24151530-500007616,16,Philip Simshauser,"Burton, Dan",B001149,FALSE,IN,5,R,2012,Original,2012-04-27,2012-05-03,7,"Humpty Dumpty Institute;Apect Energy, Llc","Erbil, Iraq; Vienna, Austria",international,NA
500007618,NA,NA,Angela T. Rye,"Cleaver, Emanuel",C001061,FALSE,MO,5,D,2012,Original,2012-04-28,2012-05-06,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007632,https://www.documentcloud.org/documents/24151522-500007632,16,Jamie Gahun,"Culberson, John",C001048,FALSE,TX,7,R,2012,Original,2012-04-28,2012-05-06,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007636,https://www.documentcloud.org/documents/24151527-500007636,19,Rachel Hines,"Carnahan, Russ",C001060,FALSE,MO,3,D,2012,Original,2012-04-27,2012-05-03,7,"Humpty Dumpty Institute;Aspect Energy, LLC","Erbil, Iraq",international,NA
500007647,https://www.documentcloud.org/documents/24151515-500007647,13,Kenneth Cummings,"Van Hollen, Chris",V000128,FALSE,MD,8,D,2012,Original,2012-04-27,2012-05-03,7,"Humpty Dumpty Institute;Aspect Energy, LLC","Erbil, Iraq; Vienna, Austria",international,NA
500007648,https://www.documentcloud.org/documents/24151514-500007648,27,John S. Sparkman,"Whitfield, Ed",W000413,FALSE,KY,1,R,2012,Original,2012-04-28,2012-05-06,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007652,https://www.documentcloud.org/documents/24151512-500007652,24,Albert Lytton,"Ellmers, Renee L.",E000291,FALSE,NC,2,R,2012,Original,2012-04-28,2012-05-06,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007653,https://www.documentcloud.org/documents/24151511-500007653,8,Hope Goins,"Thompson, Bennie",T000193,FALSE,MS,2,D,2012,Original,2012-04-29,2012-05-01,3,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007662,https://www.documentcloud.org/documents/24151516-500007662,25,Cesar A. Gonzalez,"Diaz-Balart, Mario",D000600,FALSE,FL,26,R,2012,Original,2012-04-28,2012-05-06,9,American Israel Education Foundation,"Jerusalem, Israel; Tel Aviv, Israel; Tiberias, Israel",international,NA
500007664,https://www.documentcloud.org/documents/24151500-500007664,14,Stephanie Hammond,"Franks, Trent",F000448,FALSE,AZ,8,R,2012,Original,2012-04-27,2012-05-03,7,"Humpty Dumpty Institute;Apect Energy, Llc","Erbil, Iraq; Vienna, Austria",international,NA
500007680,https://www.documentcloud.org/documents/24151490-500007680,27,Bradley Katz,"Owens, William L.",O000169,FALSE,NY,21,D,2012,Original,2012-04-28,2012-05-06,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007686,https://www.documentcloud.org/documents/24151484-500007686,17,Maisha C. Leek,"Fattah, Chaka",F000043,FALSE,PA,2,D,2012,Original,2012-04-28,2012-05-06,9,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007699,https://www.documentcloud.org/documents/24151481-500007699,10,Lauren Shapiro,"Maloney, Carolyn B.",M000087,FALSE,NY,12,D,2012,Original,2012-04-27,2012-05-03,7,"Humpty Dumpty Institute;Apect Energy, Llc","Erbil, Iraq; Frankfurt, Germany; Vienna, Austria",international,NA
500007774,https://www.documentcloud.org/documents/24151422-500007774,11,Nathaniel Bennett,"Carson, Andre",C001072,FALSE,IN,7,D,2012,Original,2012-04-27,2012-05-05,9,Turkish American Federation of Midwest,"Ankara, Turkey; Istanbul, Turkey; Izmir, Turkey",international,NA
500007806,https://www.documentcloud.org/documents/24151395-500007806,11,Eric Di Silvestro,"Dold, Robert J.",D000613,FALSE,IL,10,R,2012,Original,2012-04-27,2012-05-05,9,Turkish American Federation of Midwest,"Ankara, Turkey; Istanbul, Turkey; Izmir, Turkey",international,NA
500007807,https://www.documentcloud.org/documents/24151394-500007807,30,"Fredrick J Piccolo, Jr.","Ross, Dennis",R000593,FALSE,FL,15,R,2012,Original,2012-04-28,2012-05-05,8,American Israel Education Foundation,"Tel Aviv, Israel",international,NA
500007808,https://www.documentcloud.org/documents/24151393-500007808,11,Teresa Buckley,"Bucshon, Larry",B001275,FALSE,IN,8,R,2012,Original,2012-04-27,2012-05-05,9,Turkish American Federation of Midwest,"Ankara, Turkey; Istanbul, Turkey; Izmir, Turkey",international,NA
500007831,https://www.documentcloud.org/documents/24151385-500007831,24,Hab Siam,"Dold, Robert J.",D000613,FALSE,IL,10,R,2012,Original,2012-04-27,2012-05-05,9,Turkish American Federation of Midwest,"Ankara, Turkey; Istanbul, Turkey; Izmir, Turkey",international,NA
500007846,https://www.documentcloud.org/documents/24151351-500007846,6,"Eulice ""Brandon"" Garrett","Cleaver, Emanuel",C001061,FALSE,MO,5,D,2012,Original,2012-04-28,2012-05-05,8,Turkish American Federation of Midwest,"Istanbul, Turkey",international,NA
500007860,https://www.documentcloud.org/documents/24151350-500007860,13,Tom Garofalo,"Moran, James P.",M000933,FALSE,VA,8,D,2012,Original,2012-04-27,2012-05-03,7,Aspect Energy,"Erbil, Iraq",international,NA
